iso3,category,category_name,type,type_name,prop_ssf,source
JOR,A,Beneficial,A1,Fisheries management,0.2423729401738116,Schuhbauer et al. (2017)
JOR,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
JOR,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
JOR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
JOR,B,Capacity-enhancing,B2,Fisheries development projects,7.153314079693289e-5,Schuhbauer et al. (2017)
JOR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
JOR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
JOR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
JOR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
JOR,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
JOR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
JOR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
JOR,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
JPN,A,Beneficial,A1,Fisheries management,0.05688676437480709,Schuhbauer et al. (2017)
JPN,A,Beneficial,A2,Fishery research and development,0.10270391710664131,Schuhbauer et al. (2017)
JPN,A,Beneficial,A3,Marine protected areas,0.23586723898602968,Schuhbauer et al. (2017)
JPN,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
JPN,B,Capacity-enhancing,B2,Fisheries development projects,0.14449729186364366,Schuhbauer et al. (2017)
JPN,B,Capacity-enhancing,B3,Fishing port development,0.519856515609588,Schuhbauer et al. (2017)
JPN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.41890001474805133,Schuhbauer et al. (2017)
JPN,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
JPN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
JPN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
JPN,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
JPN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
JPN,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
KEN,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
KEN,A,Beneficial,A2,Fishery research and development,0.5395105760665797,Schuhbauer et al. (2017)
KEN,A,Beneficial,A3,Marine protected areas,0.5329401870873087,Schuhbauer et al. (2017)
KEN,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
KEN,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
KEN,B,Capacity-enhancing,B3,Fishing port development,0.7834265405780442,Schuhbauer et al. (2017)
KEN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
KEN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.010578113630018326,Schuhbauer et al. (2017)
KEN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
KEN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
KEN,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
KEN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
KEN,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
KHM,A,Beneficial,A1,Fisheries management,5.106692623885755e-4,Schuhbauer et al. (2017)
KHM,A,Beneficial,A2,Fishery research and development,0.02236240500081839,Schuhbauer et al. (2017)
KHM,A,Beneficial,A3,Marine protected areas,0.021079371002280616,Schuhbauer et al. (2017)
KHM,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
KHM,B,Capacity-enhancing,B2,Fisheries development projects,0.38727358433159165,Schuhbauer et al. (2017)
KHM,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
KHM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
KHM,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
KHM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
KHM,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
KHM,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
KHM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
KHM,C,Ambiguous,C3,Rural fisher communities,0.5065864397090238,Schuhbauer et al. (2017)
KIR,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
KIR,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
KIR,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
KIR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
KIR,B,Capacity-enhancing,B2,Fisheries development projects,0.2334897549336745,Schuhbauer et al. (2017)
KIR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
KIR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
KIR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
KIR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
KIR,B,Capacity-enhancing,B7,Fuel subsidies,0.017000000003753308,Schuhbauer et al. (2017)
KIR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
KIR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
KIR,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
KNA,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
KNA,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
KNA,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
KNA,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
KNA,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
KNA,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
KNA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
KNA,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
KNA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
KNA,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
KNA,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
KNA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
KNA,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
KOR,A,Beneficial,A1,Fisheries management,0.10481002234741978,Schuhbauer et al. (2017)
KOR,A,Beneficial,A2,Fishery research and development,0.11000000000218572,Schuhbauer et al. (2017)
KOR,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
KOR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
KOR,B,Capacity-enhancing,B2,Fisheries development projects,0.13716948432911252,Schuhbauer et al. (2017)
KOR,B,Capacity-enhancing,B3,Fishing port development,0.17899999998576355,Schuhbauer et al. (2017)
KOR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.16702612195505315,Schuhbauer et al. (2017)
KOR,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
KOR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
KOR,B,Capacity-enhancing,B7,Fuel subsidies,0.24199999996390914,Schuhbauer et al. (2017)
KOR,C,Ambiguous,C1,Fisher assistance,0.1819999999958334,Schuhbauer et al. (2017)
KOR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
KOR,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
KWT,A,Beneficial,A1,Fisheries management,0.11990697483182057,Schuhbauer et al. (2017)
KWT,A,Beneficial,A2,Fishery research and development,0.09594223203178616,Schuhbauer et al. (2017)
KWT,A,Beneficial,A3,Marine protected areas,0.24826373099171545,Schuhbauer et al. (2017)
KWT,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
KWT,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
KWT,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
KWT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.3882098826222875,Schuhbauer et al. (2017)
KWT,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
KWT,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
KWT,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
KWT,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
KWT,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
KWT,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
LBN,A,Beneficial,A1,Fisheries management,0.25063813240053573,Schuhbauer et al. (2017)
LBN,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
LBN,A,Beneficial,A3,Marine protected areas,0.5903832630538627,Schuhbauer et al. (2017)
LBN,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
LBN,B,Capacity-enhancing,B2,Fisheries development projects,9.53775210323694e-5,Schuhbauer et al. (2017)
LBN,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
LBN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
LBN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
LBN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
LBN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
LBN,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
LBN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
LBN,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
LBR,A,Beneficial,A1,Fisheries management,0.28482739951187175,Schuhbauer et al. (2017)
LBR,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
LBR,A,Beneficial,A3,Marine protected areas,0.10118433899817796,Schuhbauer et al. (2017)
LBR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
LBR,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
LBR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
LBR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
LBR,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
LBR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
LBR,B,Capacity-enhancing,B7,Fuel subsidies,1,Schuhbauer et al. (2017)
LBR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
LBR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
LBR,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
LBY,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
LBY,A,Beneficial,A2,Fishery research and development,0.19889541300619687,Schuhbauer et al. (2017)
LBY,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
LBY,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
LBY,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
LBY,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
LBY,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
LBY,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
LBY,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
LBY,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
LBY,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
LBY,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
LBY,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
LCA,A,Beneficial,A1,Fisheries management,0.6540255713818551,Schuhbauer et al. (2017)
LCA,A,Beneficial,A2,Fishery research and development,0.7974402596485362,Schuhbauer et al. (2017)
LCA,A,Beneficial,A3,Marine protected areas,0.6328169769947457,Schuhbauer et al. (2017)
LCA,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
LCA,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
LCA,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
LCA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.803288204219784,Schuhbauer et al. (2017)
LCA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.7854570876218795,Schuhbauer et al. (2017)
LCA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
LCA,B,Capacity-enhancing,B7,Fuel subsidies,0.5161238192424288,Schuhbauer et al. (2017)
LCA,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
LCA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
LCA,C,Ambiguous,C3,Rural fisher communities,0.9980305047228427,Schuhbauer et al. (2017)
LKA,A,Beneficial,A1,Fisheries management,0.490999996043448,Schuhbauer et al. (2017)
LKA,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
LKA,A,Beneficial,A3,Marine protected areas,0.49099992898872336,Schuhbauer et al. (2017)
LKA,B,Capacity-enhancing,B1,Boat construction and renovation,0.23259259259259257,Schuhbauer et al. (2017)
LKA,B,Capacity-enhancing,B2,Fisheries development projects,0.2762430938845649,Schuhbauer et al. (2017)
LKA,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
LKA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
LKA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.20321097598855967,Schuhbauer et al. (2017)
LKA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
LKA,B,Capacity-enhancing,B7,Fuel subsidies,1,Schuhbauer et al. (2017)
LKA,C,Ambiguous,C1,Fisher assistance,0.9775478954486696,Schuhbauer et al. (2017)
LKA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
LKA,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
LTU,A,Beneficial,A1,Fisheries management,0.030000000000000002,Schuhbauer et al. (2017)
LTU,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
LTU,A,Beneficial,A3,Marine protected areas,0.03744285799620968,Schuhbauer et al. (2017)
LTU,B,Capacity-enhancing,B1,Boat construction and renovation,0.008969969966771895,Schuhbauer et al. (2017)
LTU,B,Capacity-enhancing,B2,Fisheries development projects,0.040955792425633936,Schuhbauer et al. (2017)
LTU,B,Capacity-enhancing,B3,Fishing port development,0.006614485999919852,Schuhbauer et al. (2017)
LTU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
LTU,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.006422130543441871,Schuhbauer et al. (2017)
LTU,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
LTU,B,Capacity-enhancing,B7,Fuel subsidies,0.4837442398908,Schuhbauer et al. (2017)
LTU,C,Ambiguous,C1,Fisher assistance,3.9137070385417746e-4,Schuhbauer et al. (2017)
LTU,C,Ambiguous,C2,Vessel buyback programs,0.3700000000217108,Schuhbauer et al. (2017)
LTU,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
LVA,A,Beneficial,A1,Fisheries management,0.03,Schuhbauer et al. (2017)
LVA,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
LVA,A,Beneficial,A3,Marine protected areas,0.04913434200252113,Schuhbauer et al. (2017)
LVA,B,Capacity-enhancing,B1,Boat construction and renovation,0.034126192877320716,Schuhbauer et al. (2017)
LVA,B,Capacity-enhancing,B2,Fisheries development projects,0.15581603593443333,Schuhbauer et al. (2017)
LVA,B,Capacity-enhancing,B3,Fishing port development,0.025164767999083997,Schuhbauer et al. (2017)
LVA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
LVA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
LVA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
LVA,B,Capacity-enhancing,B7,Fuel subsidies,0.02591902908024278,Schuhbauer et al. (2017)
LVA,C,Ambiguous,C1,Fisher assistance,0.0014889672554807352,Schuhbauer et al. (2017)
LVA,C,Ambiguous,C2,Vessel buyback programs,0.3699999999854702,Schuhbauer et al. (2017)
LVA,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MAR,A,Beneficial,A1,Fisheries management,0.06618362312285633,Schuhbauer et al. (2017)
MAR,A,Beneficial,A2,Fishery research and development,0.015999988001433773,Schuhbauer et al. (2017)
MAR,A,Beneficial,A3,Marine protected areas,0.04966794100417685,Schuhbauer et al. (2017)
MAR,B,Capacity-enhancing,B1,Boat construction and renovation,0.16000000022449845,Schuhbauer et al. (2017)
MAR,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
MAR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MAR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
MAR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MAR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MAR,B,Capacity-enhancing,B7,Fuel subsidies,0.043014439995983034,Schuhbauer et al. (2017)
MAR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
MAR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MAR,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
MCO,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
MCO,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
MCO,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
MCO,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
MCO,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
MCO,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MCO,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
MCO,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MCO,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MCO,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MCO,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
MCO,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MCO,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MDG,A,Beneficial,A1,Fisheries management,0.24480645193797934,Schuhbauer et al. (2017)
MDG,A,Beneficial,A2,Fishery research and development,0.5143784829941827,Schuhbauer et al. (2017)
MDG,A,Beneficial,A3,Marine protected areas,0.737000428018187,Schuhbauer et al. (2017)
MDG,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
MDG,B,Capacity-enhancing,B2,Fisheries development projects,0.5000000001524159,Schuhbauer et al. (2017)
MDG,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MDG,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.5000000001253525,Schuhbauer et al. (2017)
MDG,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MDG,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MDG,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MDG,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
MDG,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MDG,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
MDV,A,Beneficial,A1,Fisheries management,0.1880341949932497,Schuhbauer et al. (2017)
MDV,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
MDV,A,Beneficial,A3,Marine protected areas,0.17935143997101824,Schuhbauer et al. (2017)
MDV,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
MDV,B,Capacity-enhancing,B2,Fisheries development projects,0.3697817407383153,Schuhbauer et al. (2017)
MDV,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MDV,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
MDV,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MDV,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MDV,B,Capacity-enhancing,B7,Fuel subsidies,0.15,Schuhbauer et al. (2017)
MDV,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
MDV,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MDV,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MEX,A,Beneficial,A1,Fisheries management,0.5054812384850595,Schuhbauer et al. (2017)
MEX,A,Beneficial,A2,Fishery research and development,0.4021915470226772,Schuhbauer et al. (2017)
MEX,A,Beneficial,A3,Marine protected areas,0.4220213460164923,Schuhbauer et al. (2017)
MEX,B,Capacity-enhancing,B1,Boat construction and renovation,0.5546751188916309,Schuhbauer et al. (2017)
MEX,B,Capacity-enhancing,B2,Fisheries development projects,0.15406859897671502,Schuhbauer et al. (2017)
MEX,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MEX,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
MEX,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.14853149685069653,Schuhbauer et al. (2017)
MEX,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MEX,B,Capacity-enhancing,B7,Fuel subsidies,0.14011976045974658,Schuhbauer et al. (2017)
MEX,C,Ambiguous,C1,Fisher assistance,0.4021915619829476,Schuhbauer et al. (2017)
MEX,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MEX,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MHL,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
MHL,A,Beneficial,A2,Fishery research and development,0.08346135699712728,Schuhbauer et al. (2017)
MHL,A,Beneficial,A3,Marine protected areas,0.16583740001234004,Schuhbauer et al. (2017)
MHL,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
MHL,B,Capacity-enhancing,B2,Fisheries development projects,0.29774355300684746,Schuhbauer et al. (2017)
MHL,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MHL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
MHL,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MHL,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MHL,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MHL,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
MHL,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MHL,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MLT,A,Beneficial,A1,Fisheries management,0.11189719906234596,Schuhbauer et al. (2017)
MLT,A,Beneficial,A2,Fishery research and development,0.12385005298740223,Schuhbauer et al. (2017)
MLT,A,Beneficial,A3,Marine protected areas,0.15654505605415206,Schuhbauer et al. (2017)
MLT,B,Capacity-enhancing,B1,Boat construction and renovation,0.014530939431001217,Schuhbauer et al. (2017)
MLT,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
MLT,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MLT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.010106461325684364,Schuhbauer et al. (2017)
MLT,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MLT,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MLT,B,Capacity-enhancing,B7,Fuel subsidies,0.0010994177587047777,Schuhbauer et al. (2017)
MLT,C,Ambiguous,C1,Fisher assistance,0.022145129353266062,Schuhbauer et al. (2017)
MLT,C,Ambiguous,C2,Vessel buyback programs,0.01545820461341815,Schuhbauer et al. (2017)
MLT,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MMR,A,Beneficial,A1,Fisheries management,0.004606787749657199,Schuhbauer et al. (2017)
MMR,A,Beneficial,A2,Fishery research and development,0.31759757300087754,Schuhbauer et al. (2017)
MMR,A,Beneficial,A3,Marine protected areas,0.20813753905029406,Schuhbauer et al. (2017)
MMR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
MMR,B,Capacity-enhancing,B2,Fisheries development projects,0.7239144644641315,Schuhbauer et al. (2017)
MMR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MMR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
MMR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MMR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MMR,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MMR,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
MMR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MMR,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
MNE,A,Beneficial,A1,Fisheries management,0.30046470184568574,Schuhbauer et al. (2017)
MNE,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
MNE,A,Beneficial,A3,Marine protected areas,0.4203524659098876,Schuhbauer et al. (2017)
MNE,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
MNE,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
